Sample,gene_name,Locus,Scaled reads per base,tpm,Genotype,Timepoint
ERS3382242,lacF_3,IONPJBJN_01135,1099.6329543915,26.1739138642611,tvr_rare,Pre-CSP
ERS3382243,lacF_3,IONPJBJN_01135,1463.30257869196,35.1894773266839,tvr_rare,10 min post-CSP
ERS3382244,lacF_3,IONPJBJN_01135,1325.64765416515,32.3963800483537,tvr_rare,20 min post-CSP
ERS3382227,araQ_3,IONPJBJN_01136,1449.53371788809,42.4071894335832,tvr_domi,Pre-CSP
ERS3382228,araQ_3,IONPJBJN_01136,1403.74825123203,40.6390978358857,tvr_domi,10 min post-CSP
ERS3382229,araQ_3,IONPJBJN_01136,1782.47806284052,51.1855298718577,tvr_domi,20 min post-CSP
ERS3382230,araQ_3,IONPJBJN_01136,1615.53434855167,46.553510766147,tvr_rare,Pre-CSP
ERS3382231,araQ_3,IONPJBJN_01136,2202.69899608521,63.844936052618,tvr_rare,10 min post-CSP
ERS3382232,araQ_3,IONPJBJN_01136,2037.77552347409,59.3514241778564,tvr_rare,20 min post-CSP
ERS3382233,araQ_3,IONPJBJN_01136,1627.22223625149,47.0841108966158,tvr_domi,Pre-CSP
ERS3382234,araQ_3,IONPJBJN_01136,2030.54595276182,59.6471998578901,tvr_domi,10 min post-CSP
ERS3382235,araQ_3,IONPJBJN_01136,1815.74685069986,52.2537145958607,tvr_domi,20 min post-CSP
ERS3382236,araQ_3,IONPJBJN_01136,1557.37879604141,44.7793995564928,tvr_rare,Pre-CSP
ERS3382237,araQ_3,IONPJBJN_01136,2002.30914511941,58.5530347350152,tvr_rare,10 min post-CSP
ERS3382238,araQ_3,IONPJBJN_01136,1708.64586677516,49.9544492797806,tvr_rare,20 min post-CSP
ERS3382239,araQ_3,IONPJBJN_01136,1713.90430028421,49.7031879575704,tvr_domi,Pre-CSP
ERS3382240,araQ_3,IONPJBJN_01136,1481.03133302469,43.0935763279209,tvr_domi,10 min post-CSP
ERS3382241,araQ_3,IONPJBJN_01136,1794.30326671983,52.3263164501224,tvr_domi,20 min post-CSP
ERS3382242,araQ_3,IONPJBJN_01136,1411.55350466082,40.9641362896488,tvr_rare,Pre-CSP
ERS3382243,araQ_3,IONPJBJN_01136,1822.79256434881,53.2408705225223,tvr_rare,10 min post-CSP
ERS3382244,araQ_3,IONPJBJN_01136,1709.64522188458,50.5534825977048,tvr_rare,20 min post-CSP
ERS3382227,tabA_2,IONPJBJN_01137,666.785510228521,49.5075355102076,tvr_domi,Pre-CSP
ERS3382228,tabA_2,IONPJBJN_01137,639.94405570872,48.1883834216214,tvr_domi,10 min post-CSP
ERS3382229,tabA_2,IONPJBJN_01137,712.991225136208,54.2748143333811,tvr_domi,20 min post-CSP
ERS3382230,tabA_2,IONPJBJN_01137,884.523331107473,67.9475891552127,tvr_rare,Pre-CSP
ERS3382231,tabA_2,IONPJBJN_01137,1168.23307079823,86.2360070874852,tvr_rare,10 min post-CSP
ERS3382232,tabA_2,IONPJBJN_01137,1041.46282292768,78.2811116829869,tvr_rare,20 min post-CSP
ERS3382233,tabA_2,IONPJBJN_01137,844.035659334306,62.3889280420667,tvr_domi,Pre-CSP
ERS3382234,tabA_2,IONPJBJN_01137,1012.4194829116,74.5113533493459,tvr_domi,10 min post-CSP
ERS3382235,tabA_2,IONPJBJN_01137,846.721329341902,63.7905746392308,tvr_domi,20 min post-CSP
ERS3382236,tabA_2,IONPJBJN_01137,687.582738452283,51.978327440856,tvr_rare,Pre-CSP
ERS3382237,tabA_2,IONPJBJN_01137,1076.52936323072,79.2188632519054,tvr_rare,10 min post-CSP
ERS3382238,tabA_2,IONPJBJN_01137,862.563990622829,64.0181514020536,tvr_rare,20 min post-CSP
ERS3382239,tabA_2,IONPJBJN_01137,883.455824888767,65.3225708951822,tvr_domi,Pre-CSP
ERS3382240,tabA_2,IONPJBJN_01137,781.134669316819,57.9143397334022,tvr_domi,10 min post-CSP
ERS3382241,tabA_2,IONPJBJN_01137,896.876349029333,65.8113827867896,tvr_domi,20 min post-CSP
ERS3382242,tabA_2,IONPJBJN_01137,645.313892042699,48.1456853709634,tvr_rare,Pre-CSP
ERS3382243,tabA_2,IONPJBJN_01137,835.36837398066,61.2422765571935,tvr_rare,10 min post-CSP
ERS3382244,tabA_2,IONPJBJN_01137,804.682801144529,58.5488209824475,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_01138,803.283268662983,94.8746393566274,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_01138,768.391608109036,93.2906500542113,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_01138,847.304712969966,105.396283089984,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_01138,913.763771805241,114.82496665629,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_01138,1473.22216256387,174.027927611467,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_01138,1351.49366327898,164.041316537511,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_01138,983.399686805784,116.055461852762,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_01138,1166.5081302544,134.830833504674,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_01138,961.708176536481,117.374727634253,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_01138,739.75492811967,90.8843955535275,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_01138,1164.31882530637,135.634417413473,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_01138,952.299947184439,112.214326350968,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_01138,993.311636157544,118.140929941004,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_01138,887.937082285228,105.537712004868,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_01138,1042.22647557552,121.979983315323,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_01138,670.177124310544,80.0528318021936,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_01138,1010.88959413165,118.214710317143,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_01138,901.701294899543,103.764164246387,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_01139,1259.88638979773,53.7724323255976,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_01139,1190.43356599579,50.6950645469611,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_01139,1338.11381337183,57.1116671588379,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_01139,1590.47111366786,68.1291260628303,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_01139,2305.25380764383,97.469124988891,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_01139,2084.93231796119,88.8836481987323,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_01139,1635.07373075692,68.9796304751625,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_01139,1765.74175880974,75.247800723655,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_01139,1619.22387549458,68.6089350408478,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_01139,1341.68183278968,57.0835393144349,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_01139,1788.599444511,76.4376493083123,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_01139,1682.09134901713,71.7832680256977,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_01139,1567.94203356345,66.6420150650656,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_01139,1432.74300801238,60.9573877521551,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_01139,1645.09915954552,69.7834254681573,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_01139,1088.33148517884,46.3710577062951,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_01139,1644.4554957462,69.8521443988841,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_01139,1334.61575022654,56.9635756507024,tvr_rare,20 min post-CSP
ERS3382227,nanA_2,IONPJBJN_01140,1592.07120014708,41.3165523816199,tvr_domi,Pre-CSP
ERS3382228,nanA_2,IONPJBJN_01140,1658.3496497398,42.4702274625062,tvr_domi,10 min post-CSP
ERS3382229,nanA_2,IONPJBJN_01140,1936.87581053727,49.1193836284854,tvr_domi,20 min post-CSP
ERS3382230,nanA_2,IONPJBJN_01140,1577.93949622596,40.130772631691,tvr_rare,Pre-CSP
ERS3382231,nanA_2,IONPJBJN_01140,1972.61950580586,50.7238975272395,tvr_rare,10 min post-CSP
ERS3382232,nanA_2,IONPJBJN_01140,1922.39187738866,49.6126091988055,tvr_rare,20 min post-CSP
ERS3382233,nanA_2,IONPJBJN_01140,1691.99706592133,43.4496023329624,tvr_domi,Pre-CSP
ERS3382234,nanA_2,IONPJBJN_01140,1939.23416174386,50.6061773625838,tvr_domi,10 min post-CSP
ERS3382235,nanA_2,IONPJBJN_01140,1753.02675223009,44.6139479637877,tvr_domi,20 min post-CSP
ERS3382236,nanA_2,IONPJBJN_01140,1556.60010664339,39.5732528189531,tvr_rare,Pre-CSP
ERS3382237,nanA_2,IONPJBJN_01140,1750.4686680539,45.3594503811815,tvr_rare,10 min post-CSP
ERS3382238,nanA_2,IONPJBJN_01140,1621.65692929196,42.0515263729284,tvr_rare,20 min post-CSP
ERS3382239,nanA_2,IONPJBJN_01140,1738.48741888981,44.6809081909929,tvr_domi,Pre-CSP
ERS3382240,nanA_2,IONPJBJN_01140,1558.86075098571,40.2104576383724,tvr_domi,10 min post-CSP
ERS3382241,nanA_2,IONPJBJN_01140,1784.94359948011,46.2214233453275,tvr_domi,20 min post-CSP
ERS3382242,nanA_2,IONPJBJN_01140,1506.48584604714,38.7048443143044,tvr_rare,Pre-CSP
ERS3382243,nanA_2,IONPJBJN_01140,1632.25348578918,42.3156602376087,tvr_rare,10 min post-CSP
ERS3382244,nanA_2,IONPJBJN_01140,1567.78624782262,41.2493693089273,tvr_rare,20 min post-CSP
ERS3382227,bglK_2,IONPJBJN_01141,1502.68328754399,40.9586804155421,tvr_domi,Pre-CSP
ERS3382228,bglK_2,IONPJBJN_01141,1525.31468475376,41.0714191678403,tvr_domi,10 min post-CSP
ERS3382229,bglK_2,IONPJBJN_01141,1768.67013418471,47.1915351868122,tvr_domi,20 min post-CSP
ERS3382230,bglK_2,IONPJBJN_01141,1529.90162936535,40.9489402389432,tvr_rare,Pre-CSP
ERS3382231,bglK_2,IONPJBJN_01141,1968.16060095549,53.1492835314866,tvr_rare,10 min post-CSP
ERS3382232,bglK_2,IONPJBJN_01141,1919.38186922991,52.0402271874056,tvr_rare,20 min post-CSP
ERS3382233,bglK_2,IONPJBJN_01141,1695.92281317405,45.7291357473736,tvr_domi,Pre-CSP
ERS3382234,bglK_2,IONPJBJN_01141,2035.11154231272,55.7587156660645,tvr_domi,10 min post-CSP
ERS3382235,bglK_2,IONPJBJN_01141,1678.80796904086,44.9314227881544,tvr_domi,20 min post-CSP
ERS3382236,bglK_2,IONPJBJN_01141,1484.18199262746,39.6853718111575,tvr_rare,Pre-CSP
ERS3382237,bglK_2,IONPJBJN_01141,1960.63131968955,53.3834593613928,tvr_rare,10 min post-CSP
ERS3382238,bglK_2,IONPJBJN_01141,1614.33154508285,43.9609678683311,tvr_rare,20 min post-CSP
ERS3382239,bglK_2,IONPJBJN_01141,1733.10986169483,46.7987472177659,tvr_domi,Pre-CSP
ERS3382240,bglK_2,IONPJBJN_01141,1598.05950893688,43.30067123483,tvr_domi,10 min post-CSP
ERS3382241,bglK_2,IONPJBJN_01141,1852.11297614161,50.3472764685971,tvr_domi,20 min post-CSP
ERS3382242,bglK_2,IONPJBJN_01141,1452.23879382639,39.2109250152899,tvr_rare,Pre-CSP
ERS3382243,bglK_2,IONPJBJN_01141,1741.13295925183,47.4020359722941,tvr_rare,10 min post-CSP
ERS3382244,bglK_2,IONPJBJN_01141,1629.74763879221,44.9859786203097,tvr_rare,20 min post-CSP
ERS3382227,ybbH,IONPJBJN_01142,6078.37805701072,174.437437385146,tvr_domi,Pre-CSP
ERS3382228,ybbH,IONPJBJN_01142,6181.53845926523,175.432042653176,tvr_domi,10 min post-CSP
ERS3382229,ybbH,IONPJBJN_01142,6050.38328372627,170.279383261837,tvr_domi,20 min post-CSP
ERS3382230,ybbH,IONPJBJN_01142,5597.45579071553,158.062494776581,tvr_rare,Pre-CSP
ERS3382231,ybbH,IONPJBJN_01142,3306.72383703804,93.9961101441172,tvr_rare,10 min post-CSP
ERS3382232,ybbH,IONPJBJN_01142,3822.71036161315,109.179586346811,tvr_rare,20 min post-CSP
ERS3382233,ybbH,IONPJBJN_01142,6051.53939006434,171.750059796332,tvr_domi,Pre-CSP
ERS3382234,ybbH,IONPJBJN_01142,4057.66771336047,116.941916978014,tvr_domi,10 min post-CSP
ERS3382235,ybbH,IONPJBJN_01142,5226.67487248088,147.474625258833,tvr_domi,20 min post-CSP
ERS3382236,ybbH,IONPJBJN_01142,5164.26808767332,145.583013526187,tvr_rare,Pre-CSP
ERS3382237,ybbH,IONPJBJN_01142,3188.79702650549,91.437073924601,tvr_rare,10 min post-CSP
ERS3382238,ybbH,IONPJBJN_01142,3949.29776173701,113.250100800934,tvr_rare,20 min post-CSP
ERS3382239,ybbH,IONPJBJN_01142,4123.81814608948,117.285016168387,tvr_domi,Pre-CSP
ERS3382240,ybbH,IONPJBJN_01142,4533.42157174416,129.361183031099,tvr_domi,10 min post-CSP
ERS3382241,ybbH,IONPJBJN_01142,3879.30678653203,110.975973138072,tvr_domi,20 min post-CSP
ERS3382242,ybbH,IONPJBJN_01142,5263.09421233424,149.746168303825,tvr_rare,Pre-CSP
ERS3382243,ybbH,IONPJBJN_01142,3272.95451693322,93.8004028909867,tvr_rare,10 min post-CSP
ERS3382244,ybbH,IONPJBJN_01142,3816.3325148506,110.750610531815,tvr_rare,20 min post-CSP
ERS3382227,penA,IONPJBJN_01143,11163.8255172681,110.041176280471,tvr_domi,Pre-CSP
ERS3382228,penA,IONPJBJN_01143,11209.3426532205,107.642322214118,tvr_domi,10 min post-CSP
ERS3382229,penA,IONPJBJN_01143,10701.1447082503,100.807311168184,tvr_domi,20 min post-CSP
ERS3382230,penA,IONPJBJN_01143,8994.56841892404,84.6782991715806,tvr_rare,Pre-CSP
ERS3382231,penA,IONPJBJN_01143,7763.8451254728,75.7442720183357,tvr_rare,10 min post-CSP
ERS3382232,penA,IONPJBJN_01143,7763.81437747048,75.5799983269417,tvr_rare,20 min post-CSP
ERS3382233,penA,IONPJBJN_01143,8889.85465377924,86.9919378764359,tvr_domi,Pre-CSP
ERS3382234,penA,IONPJBJN_01143,8074.24512076285,80.4085559203725,tvr_domi,10 min post-CSP
ERS3382235,penA,IONPJBJN_01143,8408.67453484723,79.9346481686479,tvr_domi,20 min post-CSP
ERS3382236,penA,IONPJBJN_01143,10348.0034102972,97.8814786418244,tvr_rare,Pre-CSP
ERS3382237,penA,IONPJBJN_01143,7538.36582934459,73.8193307702181,tvr_rare,10 min post-CSP
ERS3382238,penA,IONPJBJN_01143,8210.84002538737,80.6211684873067,tvr_rare,20 min post-CSP
ERS3382239,penA,IONPJBJN_01143,9044.28297949169,87.7176667478245,tvr_domi,Pre-CSP
ERS3382240,penA,IONPJBJN_01143,8981.62845229012,87.8609893567863,tvr_domi,10 min post-CSP
ERS3382241,penA,IONPJBJN_01143,8352.6771584555,82.6834405099102,tvr_domi,20 min post-CSP
ERS3382242,penA,IONPJBJN_01143,10483.2428416604,101.32998383646,tvr_rare,Pre-CSP
ERS3382243,penA,IONPJBJN_01143,7667.55533376181,75.6442422012124,tvr_rare,10 min post-CSP
ERS3382244,penA,IONPJBJN_01143,8118.57277993639,82.2747819003474,tvr_rare,20 min post-CSP
ERS3382227,recR,IONPJBJN_01144,4057.48646532174,194.959020795581,tvr_domi,Pre-CSP
ERS3382228,recR,IONPJBJN_01144,4225.00699145327,203.042885724235,tvr_domi,10 min post-CSP
ERS3382229,recR,IONPJBJN_01144,4153.67599291499,200.698088511489,tvr_domi,20 min post-CSP
ERS3382230,recR,IONPJBJN_01144,3964.16831745451,192.400473547022,tvr_rare,Pre-CSP
ERS3382231,recR,IONPJBJN_01144,2071.60719348418,98.6069225198721,tvr_rare,10 min post-CSP
ERS3382232,recR,IONPJBJN_01144,2307.67292170872,110.881309003057,tvr_rare,20 min post-CSP
ERS3382233,recR,IONPJBJN_01144,3164.15228569047,150.236755921112,tvr_domi,Pre-CSP
ERS3382234,recR,IONPJBJN_01144,2638.91076041896,126.246551490291,tvr_domi,10 min post-CSP
ERS3382235,recR,IONPJBJN_01144,3104.64487425364,148.561608584128,tvr_domi,20 min post-CSP
ERS3382236,recR,IONPJBJN_01144,4299.92285587034,206.659192700023,tvr_rare,Pre-CSP
ERS3382237,recR,IONPJBJN_01144,2333.07146182868,112.058261252817,tvr_rare,10 min post-CSP
ERS3382238,recR,IONPJBJN_01144,2643.54802646296,126.851705811978,tvr_rare,20 min post-CSP
ERS3382239,recR,IONPJBJN_01144,2998.37224742683,143.364604112858,tvr_domi,Pre-CSP
ERS3382240,recR,IONPJBJN_01144,3037.61969224512,145.391899725928,tvr_domi,10 min post-CSP
ERS3382241,recR,IONPJBJN_01144,2686.22449779872,127.927899941322,tvr_domi,20 min post-CSP
ERS3382242,recR,IONPJBJN_01144,4477.64210205459,214.723707439329,tvr_rare,Pre-CSP
ERS3382243,recR,IONPJBJN_01144,2661.91540293163,126.940152398439,tvr_rare,10 min post-CSP
ERS3382244,recR,IONPJBJN_01144,2688.7982554961,128.403204774568,tvr_rare,20 min post-CSP
ERS3382227,ddl,IONPJBJN_01145,20547.1404510637,450.825889825847,tvr_domi,Pre-CSP
ERS3382228,ddl,IONPJBJN_01145,20753.4545378226,447.879171817093,tvr_domi,10 min post-CSP
ERS3382229,ddl,IONPJBJN_01145,19213.1050914345,409.648981120899,tvr_domi,20 min post-CSP
ERS3382230,ddl,IONPJBJN_01145,16572.0197654598,354.060199615651,tvr_rare,Pre-CSP
ERS3382231,ddl,IONPJBJN_01145,7856.5903463606,170.770209418356,tvr_rare,10 min post-CSP
ERS3382232,ddl,IONPJBJN_01145,9913.96353887126,215.945721242159,tvr_rare,20 min post-CSP
ERS3382233,ddl,IONPJBJN_01145,15235.8250877974,331.029272724587,tvr_domi,Pre-CSP
ERS3382234,ddl,IONPJBJN_01145,11586.324882791,255.930703527751,tvr_domi,10 min post-CSP
ERS3382235,ddl,IONPJBJN_01145,14305.4091259802,306.543803645559,tvr_domi,20 min post-CSP
ERS3382236,ddl,IONPJBJN_01145,16607.8874809856,355.098686052199,tvr_rare,Pre-CSP
ERS3382237,ddl,IONPJBJN_01145,8108.55395171473,177.433957947322,tvr_rare,10 min post-CSP
ERS3382238,ddl,IONPJBJN_01145,12102.4503864776,265.193416960831,tvr_rare,20 min post-CSP
ERS3382239,ddl,IONPJBJN_01145,12712.5452089211,275.78654647946,tvr_domi,Pre-CSP
ERS3382240,ddl,IONPJBJN_01145,13741.1530046802,299.53578045054,tvr_domi,10 min post-CSP
ERS3382241,ddl,IONPJBJN_01145,10760.8644823685,235.951065390379,tvr_domi,20 min post-CSP
ERS3382242,ddl,IONPJBJN_01145,19559.452766345,423.921875803253,tvr_rare,Pre-CSP
ERS3382243,ddl,IONPJBJN_01145,9781.31890477804,214.510287479047,tvr_rare,10 min post-CSP
ERS3382244,ddl,IONPJBJN_01145,11526.4492832638,257.272881969957,tvr_rare,20 min post-CSP
ERS3382227,murF_1,IONPJBJN_01146,4071.98180250062,63.5911644850322,tvr_domi,Pre-CSP
ERS3382228,murF_1,IONPJBJN_01146,4282.34964877484,65.4497528989366,tvr_domi,10 min post-CSP
ERS3382229,murF_1,IONPJBJN_01146,4162.46285660505,62.617465412076,tvr_domi,20 min post-CSP
ERS3382230,murF_1,IONPJBJN_01146,3145.43597791701,47.3480844523939,tvr_rare,Pre-CSP
ERS3382231,murF_1,IONPJBJN_01146,2676.23469119502,41.3839216822016,tvr_rare,10 min post-CSP
ERS3382232,murF_1,IONPJBJN_01146,2589.61035257836,40.0392606288854,tvr_rare,20 min post-CSP
ERS3382233,murF_1,IONPJBJN_01146,2696.98836261706,41.7626366489053,tvr_domi,Pre-CSP
ERS3382234,murF_1,IONPJBJN_01146,3003.01652710306,47.3012506570611,tvr_domi,10 min post-CSP
ERS3382235,murF_1,IONPJBJN_01146,2757.59366272091,41.7815894826076,tvr_domi,20 min post-CSP
ERS3382236,murF_1,IONPJBJN_01146,3894.22567950155,58.7872104658313,tvr_rare,Pre-CSP
ERS3382237,murF_1,IONPJBJN_01146,2689.54988359042,41.804561204141,tvr_rare,10 min post-CSP
ERS3382238,murF_1,IONPJBJN_01146,2744.27205933824,42.7432373194758,tvr_rare,20 min post-CSP
ERS3382239,murF_1,IONPJBJN_01146,3476.20661532319,53.539318575387,tvr_domi,Pre-CSP
ERS3382240,murF_1,IONPJBJN_01146,3310.87480202067,51.3400315741703,tvr_domi,10 min post-CSP
ERS3382241,murF_1,IONPJBJN_01146,3065.01573667667,47.9574594119185,tvr_domi,20 min post-CSP
ERS3382242,murF_1,IONPJBJN_01146,4031.23406815465,61.9495147059781,tvr_rare,Pre-CSP
ERS3382243,murF_1,IONPJBJN_01146,2859.02479454505,44.6588373771142,tvr_rare,10 min post-CSP
ERS3382244,murF_1,IONPJBJN_01146,2864.89905088336,45.7661785510194,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_01147,2342.20489915417,108.308716639171,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_01147,2351.04895018436,108.709299107709,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_01147,2261.98976706945,104.987531605378,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_01147,2141.86228111148,99.7884380054684,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_01147,2389.08121883088,109.42406094182,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_01147,2053.82890032076,94.8925917130486,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_01147,2245.52742855453,102.615801371635,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_01147,2239.4216747154,103.195467843652,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_01147,1912.963003328,88.0362652364013,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_01147,2251.19104967786,104.048154511975,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_01147,2098.07946738376,96.9761036877178,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_01147,1950.38354567582,90.0630946433323,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_01147,2214.78534187332,101.946255541329,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_01147,2045.72068669809,94.2173877819321,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_01147,2021.13755511767,92.7685142567557,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_01147,2255.77325484628,104.175332658214,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_01147,2139.10620708081,98.2572309069415,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_01147,2074.07603456097,95.5336553246018,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_01148,7468.72248141838,279.75205228199,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_01148,8119.72027673429,302.423938896334,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_01148,7201.46242712399,267.685359596719,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_01148,6929.98444537095,258.782439592518,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_01148,4279.65687538984,158.808089504381,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_01148,4880.22656138749,182.420092959021,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_01148,6340.08181313909,234.596585784369,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_01148,5458.16230809838,204.572188618322,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_01148,6208.24441353279,229.873448782479,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_01148,7030.78657472895,261.107532378687,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_01148,4064.91812277563,152.277967897825,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_01148,5370.42229830455,201.022917568286,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_01148,5661.03128139593,210.64752665596,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_01148,6871.1446002814,256.380906024991,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_01148,5079.54646786042,189.271382011612,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_01148,9029.87390091272,336.724437944055,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_01148,5773.42794197195,215.436885701393,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_01148,5136.27319879486,193.151180716552,tvr_rare,20 min post-CSP
ERS3382227,ftsA,IONPJBJN_01149,18613.220882448,290.678212266349,tvr_domi,Pre-CSP
ERS3382228,ftsA,IONPJBJN_01149,17539.9720215218,268.07405485708,tvr_domi,10 min post-CSP
ERS3382229,ftsA,IONPJBJN_01149,17420.5848986625,262.064289803616,tvr_domi,20 min post-CSP
ERS3382230,ftsA,IONPJBJN_01149,13718.9881945205,206.511216949236,tvr_rare,Pre-CSP
ERS3382231,ftsA,IONPJBJN_01149,8805.44529852038,136.162893265597,tvr_rare,10 min post-CSP
ERS3382232,ftsA,IONPJBJN_01149,9321.99526765033,144.132030415721,tvr_rare,20 min post-CSP
ERS3382233,ftsA,IONPJBJN_01149,11999.0464779317,185.804219675952,tvr_domi,Pre-CSP
ERS3382234,ftsA,IONPJBJN_01149,12107.9434889811,190.715190790613,tvr_domi,10 min post-CSP
ERS3382235,ftsA,IONPJBJN_01149,13752.4269244717,208.369443227136,tvr_domi,20 min post-CSP
ERS3382236,ftsA,IONPJBJN_01149,19379.2430485413,292.548951582312,tvr_rare,Pre-CSP
ERS3382237,ftsA,IONPJBJN_01149,11150.1484458509,173.31043606359,tvr_rare,10 min post-CSP
ERS3382238,ftsA,IONPJBJN_01149,13317.5484921639,207.426641165985,tvr_rare,20 min post-CSP
ERS3382239,ftsA,IONPJBJN_01149,16015.9017715487,246.671317935838,tvr_domi,Pre-CSP
ERS3382240,ftsA,IONPJBJN_01149,15749.9473251924,244.226327275617,tvr_domi,10 min post-CSP
ERS3382241,ftsA,IONPJBJN_01149,14869.7584006042,232.663025650637,tvr_domi,20 min post-CSP
ERS3382242,ftsA,IONPJBJN_01149,22713.6928235975,349.049999035814,tvr_rare,Pre-CSP
ERS3382243,ftsA,IONPJBJN_01149,12335.2934503976,192.681037692067,tvr_rare,10 min post-CSP
ERS3382244,ftsA,IONPJBJN_01149,14685.6649412527,234.600504905951,tvr_rare,20 min post-CSP
ERS3382227,ftsZ,IONPJBJN_01150,21765.9567188546,377.503184787836,tvr_domi,Pre-CSP
ERS3382228,ftsZ,IONPJBJN_01150,21647.9999920391,367.950384766759,tvr_domi,10 min post-CSP
ERS3382229,ftsZ,IONPJBJN_01150,21684.7243208239,363.149989411918,tvr_domi,20 min post-CSP
ERS3382230,ftsZ,IONPJBJN_01150,15712.5596692362,263.403289528418,tvr_rare,Pre-CSP
ERS3382231,ftsZ,IONPJBJN_01150,9601.80570479734,164.917969752146,tvr_rare,10 min post-CSP
ERS3382232,ftsZ,IONPJBJN_01150,9110.29136048487,156.551587859903,tvr_rare,20 min post-CSP
